,Title,Location,Price,Land Area,House Area,Bedrooms,Bathrooms,Floors,Parking,Road
725,House for Sale,"Imadol, Lalitpur",Rs. 2.99Cr,4.0 aana,2400 Sq. Ft.,4,5,2.5,1 Car & 3 Bikes,20 Feet 
726,House for Sale,"Nakhipot, Lalitpur",Rs. 2.7Cr,3.2 aana,,4,4,2.5,1 Car & 5 Bikes,12 Feet 
727,Bungalow House for Sale,"Hattigaunda, Kathmandu",Rs. 11.5Cr,20.0 aana,,5,,2.5,5 Cars ,15 Feet 
728,Bungalow House for Sale,"Hattigaunda, Kathmandu",Rs. 17.5Cr,17.0 aana,,5,5,2.5,,50 Feet 
729,House for Sale,"Bhaisepati, Lalitpur",Rs. 7Cr,12.0 aana,,5,4,2.5,5 Cars ,15 Feet 
730,House for Sale,"Imadol, Lalitpur",Rs. 3.95Cr,4.0 aana,3044 Sq. Ft.,6,5,3.5,1 Car & 3 Bikes,20 Feet 
731,House for Sale,"Imadol, Lalitpur",Rs. 4.5Cr,0.0 aana,,9,4,3,2 Cars & 4 Bikes,12 Feet 
732,3 BHK House for Sale,Kathmandu,Rs. 4Cr,7.0 aana,,8,3,2.5,5 Bikes,18 Feet 
733,4 BHK House for Sale,"Tikathali, Lalitpur",Rs. 2.45Cr,3.0 aana,,,,2.5,2 Bikes,13 Feet 
734,House for Sale,"Golfutar, Kathmandu",Price on call,6.2 aana,2400 Sq. Ft.,5,4,2.5,4 Cars & 4 Bikes,14 Feet 
735,House for Sale,"Satdobato, Lalitpur",Rs. 3.95Cr,4.0 aana,,3,,3.5,2 Bikes,20 Feet 
736,4 BHK House for Sale,"Bhaisepati, Lalitpur",Rs. 3.8Cr,4.2 aana,3200 Sq. Ft.,4,4,3,2 Cars & 3 Bikes,16 Feet 
737,4 BHK House for Sale,"Imadol, Lalitpur",Rs. 1.8Cr,2.2 aana,2298 Sq. Ft.,4,3,2.5,1 Car & 3 Bikes,13 Feet 
738,House for Sale,"Lubhu, Lalitpur",Rs. 1.7Cr,2.3 aana,408 Sq. Ft.,4,3,3.5,1 Car & 2 Bikes,13 Feet 
739,House for Sale,"Imadol, Lalitpur",Rs. 2.25Cr,2.1 aana,,5,5,2.5,1 Car & 2 Bikes,13 Feet 
740,4 BHK House for Sale,"Bhaisepati, Lalitpur",Rs. 5Cr,5.0 aana,3200 Sq. Ft.,4,4,3,3 Cars & 3 Bikes,15 Feet 
741,House for Sale,"Rampur, Chitwan",Rs. 1.5Cr,0.14 kattha,9 Sq. Ft.,3,3,2,1 Car & 1 Bike,20 Feet 
742,House for Sale at Chamati,"Chamati, Kathmandu",Rs. 2.79Cr,3.2 aana,1064 Sq. Ft.,4,3,3,1 Car & 3 Bikes,26 Feet 
743,House for Sale,"Budhanilkantha, Kathmandu",Rs. 3.25Cr,3.1 aana,,6,5,2.5,2 Bikes,10 Feet 
744,House for Sale,"Mandikhatar, Kathmandu",Rs. 3.85Cr,4.2 aana,,,,3,1 Car & 2 Bikes,13 Feet 
745,House for Sale,"Budhanilkantha, Kathmandu",Rs. 5.3Cr,5.2 aana,,5,4,3,2 Cars & 3 Bikes,14 Feet 
746,2 BHK House for Sale at Kapan,"Ram Mandir, Kathmandu",Rs. 3.25Cr,6.0 aana,2400 Sq. Ft.,5,3,2.5,3 Cars & 5 Bikes,13 Feet 
747,Bungalow House for Sale,"Purano Naikap, Kathmandu",Price on call,5.0 aana,625 Sq. Ft.,4,3,2.5,2 Cars & 5 Bikes,20 Feet 
748,2 BHK House for Sale,"Tikathali, Lalitpur",Rs. 1.7Cr,3.0 aana,,2,1,1,,13 Feet 
749,4 BHK House for Sale,"Changathali, Lalitpur",Rs. 1.6Cr,3.0 aana,,4,4,2,,11 Feet 
750,House for Sale,"Imadol, Lalitpur",Rs. 4.25Cr,4.1 aana,,5,5,2.5,1 Car & 2 Bikes,13 Feet 
751,2 BHK House for Sale,"Nalinchwok, Bhaktapur",Rs. 1.5Cr,4.0 aana,1000 Sq. Ft.,3,2,2.5,1 Car & 2 Bikes,16 Feet 
752,House for Sale,"Imadol, Lalitpur",Rs. 3.3Cr,3.2 aana,3100 Sq. Ft.,6,4,3.5,1 Car & 3 Bikes,22 Feet 
753,4 BHK House for Sale,"Tikathali, Lalitpur",Rs. 2.45Cr,3.0 aana,,4,,2.5,1 Car & 2 Bikes,13 Feet 
754,House for Sale,"Tikathali, Lalitpur",Rs. 2.45Cr,3.1 aana,,4,,2.5,,13 Feet 
755,4 BHK House for Sale,"Tikathali, Lalitpur",Rs. 2.35Cr,3.0 aana,,4,,2.5,1 Car & 2 Bikes,13 Feet 
756,4 BHK House for Sale,"Sukedhara, Kathmandu",Rs. 10.5Cr,11.2 aana,,4,3,2.5,4 Cars & 5 Bikes,18 Feet 
757,House for Sale,"Maitidevi, Kathmandu",Price on call,14.0 aana,,4,4,3.5,2 Cars & 5 Bikes,13 Feet 
758,House for Sale,"Nakhipot, Lalitpur",Rs. 4.2Cr,4.3 aana,1937 Sq. Ft.,7,5,2.5,1 Car & 2 Bikes,13 Feet 
759,3 BHK House for Sale,"Bhaisepati, Lalitpur",Rs. 3.45Cr,4.2 aana,,3,4,2,1 Car & 6 Bikes,16 Feet 
760,Bungalow House for Sale,"Durbar Marga, Kathmandu",Price on call,14.0 aana,,6,4,2.5,3 Cars & 5 Bikes,16 Feet 
761,House for Sale,"Bhaisepati, Lalitpur",Rs. 6.9Cr,12.0 aana,2061 Sq. Ft.,6,4,2.5,5 Cars & 5 Bikes,16 Feet 
762,House for Sale,"Imadol, Lalitpur",Rs. 3.45Cr,3.0 aana,,5,3,2.5,2 Cars & 3 Bikes,27 Feet 
763,House for Sale,"Imadol, Lalitpur",Rs. 2.7Cr,3.0 aana,2499 Sq. Ft.,5,3,2.5,2 Cars & 3 Bikes,13 Feet 
764,House for Sale,"Koteshwor, Kathmandu",Rs. 6.8Cr,5.3 aana,2999 Sq. Ft.,5,4,2.5,1 Car & 3 Bikes,18 Feet 
765,House for Sale,"Hattiban, Lalitpur",Price on call,16.0 aana,8000 Sq. Ft.,8,9,5,8 Cars & 5 Bikes,12 Feet 
766,House for Sale,"Imadol, Lalitpur",Rs. 3.2Cr,4.1 aana,2599 Sq. Ft.,6,5,3.5,2 Cars & 3 Bikes,13 Feet 
767,House for Sale,"Imadol, Lalitpur",Rs. 3.35Cr,3.1 aana,2599 Sq. Ft.,6,3,2.5,1 Car & 3 Bikes,18 Feet 
768,House for Sale in land price,"Durbar Marga, Kathmandu",Rs. 1.25Cr/aana,13.2 aana,3000 Sq. Ft.,7,7,2.5,8 Cars & 4 Bikes,20 Feet 
769,House for Sale,"Dhapakhel, Lalitpur",Rs. 3.5Cr,4.1 aana,3699 Sq. Ft.,9,4,3,2 Cars & 3 Bikes,20 Feet 
770,House for Sale,"Imadol, Lalitpur",Rs. 4.25Cr,4.1 aana,3500 Sq. Ft.,6,6,3,2 Cars & 4 Bikes,19 Feet 
771,House for Sale,"Bhaisepati, Lalitpur",Rs. 4.6Cr,4.2 aana,2699 Sq. Ft.,5,4,2.5,1 Car & 3 Bikes,16 Feet 
772,House for Sale,Morang,Price on call,0.10 kattha,784 Sq. Ft.,2,1,1.5,1 Car & 2 Bikes,12 Feet 
773,House on Sale,"Satungal, Kathmandu",Rs. 2.8Cr,4.2 aana,2165 Sq. Ft.,6,4,2.5,1 Car & 5 Bikes,13 Feet 
774,House for Sale,"Satdobato, Lalitpur",Rs. 3.25Cr,4.0 aana,,6,7,3.5,2 Bikes,13 Feet 
775,House for Sale,"Satdobato, Lalitpur",Rs. 3.25Cr,4.0 aana,,5,4,3.5,1 Car & 2 Bikes,13 Feet 
776,4 BHK House for Sale,"Satdobato, Lalitpur",Rs. 3.25Cr,4.0 aana,,4,5,3.5,,13 Feet 
777,House for Sale,"Nakhipot, Lalitpur",Rs. 2.75Cr,3.0 aana,,6,4,2.5,2 Bikes,13 Feet 
778,2 BHK House for Sale,"Tikathali, Lalitpur",Rs. 1.55Cr,3.0 aana,,2,,1.5,2 Bikes,13 Feet 
779,House for Sale,"Imadol, Lalitpur",Rs. 2.75Cr,3.1 aana,,5,,2.5,1 Car & 2 Bikes,13 Feet 
780,4 BHK House for Sale,"Dhapasi, Kathmandu",Rs. 2.25Cr,2.3 aana,,3,2,2.5,1 Car & 2 Bikes,13 Feet 
781,House for Sale,"Balkot, Bhaktapur",Rs. 3.5Cr,4.1 aana,,5,4,2.5,2 Cars & 3 Bikes,20 Feet 
782,3 BHK House for Sale,"Satungal, Kathmandu",Rs. 2.4Cr,4.0 aana,,3,3,3.5,1 Car & 3 Bikes,20 Feet 
783,Bungalow on Sale,"Kalanki, Kathmandu",Rs. 5Cr,8.1 aana,1571.44 Sq. Ft.,3,3,2.5,1 Car & 2 Bikes,20 Feet 
784,Bungalow House for Sale,"Budhanilkantha, Kathmandu",Rs. 3.8Cr,4.0 aana,,6,5,2.5,2 Cars ,14 Feet 
785,House for Sale,"Bhangal , Kathmandu",Rs. 2.6Cr,3.0 aana,,,,2.5,1 Car ,12 Feet 
786,House for Sale,"Suryabinayak, Bhaktapur",Rs. 3.1Cr,5.3 aana,,6,5,3.5,2 Cars & 4 Bikes,12 Feet 
787,House for Sale,"Bistagaun, Kathmandu",Rs. 2.75Cr,4.2 aana,2560 Sq. Ft.,6,4,2.5,2 Cars & 3 Bikes,13 Feet 
788,House for Sale,"Darjeeling Height, Bhaktapur",Rs. 2.9Cr,5.2 aana,,5,4,2.5,2 Cars ,11 Feet 
789,3 BHK House for Sale,"Nayabasti, Kavrepalanchok",Rs. 1.9Cr,3.0 aana,1074 Sq. Ft.,5,3,3,1 Car & 2 Bikes,13 Feet 
790,House for Sale,"Tikathali, Lalitpur",Price on call,3.1 aana,,6,,2.5,1 Car & 2 Bikes,13 Feet 
791,House for Sale,"Golfutar, Kathmandu",Rs. 4.6Cr,,,9,5,3.5,1 Car & 2 Bikes,16 Feet 
792,House for Sale,"Hattigaunda, Kathmandu",Rs. 4.5Cr,6.2 aana,,5,3,2.5,2 Cars & 4 Bikes,16 Feet 
793,4 BHK House for Sale,"Satdobato, Lalitpur",Rs. 2.65Cr,3.0 aana,,4,,3.5,1 Car & 2 Bikes,13 Feet 
794,4 BHK House for Sale,"Imadol, Lalitpur",Rs. 3.05Cr,3.1 aana,,4,,3.5,1 Car & 2 Bikes,13 Feet 
795,House for Sale,"Dhumbarahi, Kathmandu",Price on call,5.0 aana,,,,2.5,,12 Feet 
796,House for Sale,"Maharajgunj, Kathmandu",Rs. 3.9Cr,6.3 aana,,6,2,2,2 Cars & 2 Bikes,16 Feet 
797,Beautiful Bungalow For Sale,"Wasik, Kathmandu",Rs. 4.75Cr,10.5 aana,1711.25 Sq. Ft.,4,1,2.5,3 Cars & 5 Bikes,13 Feet 
798,2 BHK House for Sale,"Indrayani, Kathmandu",Price on call,3.0 aana,,1,1,1.5,1 Car & 1 Bike,20 Feet 
799,House for Sale,"Imadol, Lalitpur",Rs. 2.75Cr,3.1 aana,2600 Sq. Ft.,5,2,3,2 Cars & 3 Bikes,13 Feet 
800,House for Sale,"Imadol, Lalitpur",Rs. 3.25Cr,3.2 aana,,5,,2.5,2 Cars & 3 Bikes,12 Feet 
801,House for Sale,"Imadol, Lalitpur",Rs. 3.25Cr,3.3 aana,,,,2.5,1 Car & 2 Bikes,13 Feet 
802,House for Sale,"Sainbu, Lalitpur",Rs. 6.9Cr,12.0 aana,,6,4,2.5,5 Cars & 4 Bikes,16 Feet 
803,Bungalow House for Sale,"Sanepa, Lalitpur",Rs. 18Cr,16.0 aana,3500 Sq. Ft.,4,6,2,15 Cars & 3 Bikes,12 Feet 
804,House for Sale,"Makalbari, Kathmandu",Rs. 2.9Cr,4.0 aana,,,,2.5,2 Bikes,13 Feet 
805,4 BHK House for Sale,"Karyabinayak, Lalitpur",Rs. 3.5Cr,3.2 aana,,4,4,2.5,1 Car & 2 Bikes,14 Feet 
806,House for Sale,"Golfutar, Kathmandu",Rs. 4.15Cr,4.2 aana,,9,4,3.5,2 Cars & 3 Bikes,13 Feet 
807,House for Sale,"Narayanthan , Kathmandu",Rs. 10.5Cr,11.0 aana,,,,2.5,3 Cars & 5 Bikes,12 Feet 
808,House for Sale,"Tikathali, Lalitpur",Price on call,3.2 aana,,6,,2.5,,13 Feet 
809,House for sale,"Pasikot, Kathmandu",Rs. 7.17Cr,7.0 aana,3495.39 Sq. Ft.,5,4,3.5,2 Cars & 2 Bikes,12 Feet 
810,4 BHK House for Sale,"Gwarko, Lalitpur",Rs. 3.15Cr,3.2 aana,,4,,2.5,2 Bikes,13 Feet 
811,4 BHK House for Sale,"Imadol, Lalitpur",Rs. 2.99Cr,3.1 aana,,4,,2.5,2 Bikes,13 Feet 
812,House for Sale,"Ochu Height, Lalitpur",Rs. 2Cr,3.0 aana,,5,,3,2 Bikes,11 Feet 
813,3 BHK House for Sale,"Kupandole, Lalitpur",Price on call,3.0 aana,,3,3,3,,18 Feet 
814,3 BHK House for Sale,"Thaiba, Lalitpur",Price on call,4.0 aana,1 Sq. Ft.,4,4,3.5,4 Bikes,
815,House for Sale,"Grande Hospital, Kathmandu",Rs. 4.7Cr,6.0 aana,,4,4,2.5,1 Car & 5 Bikes,10 Feet 
816,House for Sale,"Budhanilkantha, Kathmandu",Rs. 7.5Cr,7.1 aana,,8,8,4.5,3 Cars & 5 Bikes,13 Feet 
817,Bungalow House for Sale,"Muhanpokhari, Kathmandu",Rs. 5.25Cr,11.2 aana,,4,5,2.5,3 Cars & 5 Bikes,13 Feet 
818,House for Sale,"Imadol, Lalitpur",Rs. 2.9Cr,4.0 aana,,5,4,3,1 Car & 2 Bikes,12 Feet 
819,House for Sale,"Satdobato, Lalitpur",Rs. 4.75Cr,3.0 aana,,5,6,4.5,2 Cars & 2 Bikes,10 Feet 
820,4 BHK House for Sale,"Imadol, Lalitpur",Rs. 1.99Cr,2.3 aana,,4,4,2.5,1 Car & 3 Bikes,10 Feet 
821,Bungalow House for Sale,"Bhaisepati, Lalitpur",Rs. 14Cr,17.0 aana,,4,3,2.5,4 Cars & 4 Bikes,12 Feet 
822,3 BHK House for Sale,"Bhaisepati, Lalitpur",Rs. 3.3Cr,3.2 aana,,4,3,2.5,4 Cars & 5 Bikes,13 Feet 
823,House for Sale,"Hattiban, Lalitpur",Rs. 2.25Cr,3.0 aana,,5,4,3,1 Car & 2 Bikes,13 Feet 
824,Bungalow House for Sale,"Imadol, Lalitpur",Rs. 4.25Cr,5.0 aana,,6,4,2.5,2 Cars & 3 Bikes,18 Feet 
825,House for Sale,"Khumaltar, Lalitpur",Rs. 4.25Cr,4.2 aana,,7,,3.5,4 Cars & 5 Bikes,26 Feet 
826,House for Sale,"Budhanilkantha, Kathmandu",Rs. 4Cr,4.3 aana,,,4,2.5,1 Car & 2 Bikes,14 Feet 
827,House for Sale,"Gyaneshwor, Kathmandu",Rs. 4.5Cr,2.2 aana,,13,5,5.5,1 Car & 3 Bikes,10 Feet 
828,House for Sale,"Bhaisepati, Lalitpur",Price on call,5.0 aana,,5,,3,2 Cars & 2 Bikes,12 Feet 
829,House for Sale,"Imadol, Lalitpur",Rs. 4.99Cr,5.2 aana,,6,5,3,,13 Feet 
830,House for Sale,"Kharibot, Kathmandu",Rs. 2.45Cr,3.0 aana,,,,2.5,2 Bikes,16 Feet 
831,Bungalow House for Sale,"Bafal, Kathmandu",Price on call,4.0 aana,,4,5,4,3 Bikes,13 Feet 
832,4 BHK House for Sale,"Khumaltar, Lalitpur",Rs. 4.25Cr,4.0 aana,,4,4,2.5,,20 Feet 
833,Bungalow House for Sale,"Bhaisepati, Lalitpur",Rs. 6.5Cr,6.2 aana,,4,5,2.5,3 Cars ,12 Feet 
834,4 BHK House for Sale,"Bhaisepati, Lalitpur",Rs. 3.6Cr,4.2 aana,,4,5,2.5,1 Car & 2 Bikes,13 Feet 
835,House for Sale,"Khumaltar, Lalitpur",Rs. 5.8Cr,5.0 aana,3600 Sq. Ft.,6,6,3.5,1 Car & 1 Bike,14 Feet 
836,Bungalow House for Sale,"Bhaisepati, Lalitpur",Price on call,,,5,7,3.5,3 Cars & 3 Bikes,
837,4 BHK House for Sale,"Bhaisepati, Lalitpur",Rs. 4.8Cr,5.2 aana,,4,4,,2 Cars & 2 Bikes,16 Feet 
838,4 BHK House for Sale,"Tahachal, Kathmandu",Rs. 6.65Cr,4.1 aana,,4,5,3,2 Cars & 3 Bikes,20 Feet 
839,Bungalow House for Sale,"Dhapasi, Kathmandu",Rs. 13.3Cr,16.0 aana,,5,5,2.5,2 Cars & 3 Bikes,14 Feet 
840,Villa House for Sale,"Thecho, Lalitpur",Rs. 8.5Cr,0.0 aana,,5,7,3.5,3 Cars & 3 Bikes,12 Feet 
841,Bungalow House for Sale,"Bhaisepati, Lalitpur",Rs. 5.5Cr,5.0 aana,,4,5,2.5,2 Cars & 2 Bikes,12 Feet 
842,House for Sale,"Bhaisepati, Lalitpur",Rs. 4.75Cr,3.1 aana,,4,4,2.5,1 Car & 1 Bike,20 Feet 
843,House for Sale,"Imadol, Lalitpur",Rs. 2.95Cr,3.2 aana,,5,4,,1 Car & 3 Bikes,13 Feet 
844,House for Sale,"Sanepa, Lalitpur",Rs. 6.35Cr,5.0 aana,,5,3,2.5,,10 Feet 
845,Bungalow House for Sale,"Bhaisepati, Lalitpur",Rs. 8.5Cr,7.0 aana,,5,6,2.5,3 Cars & 2 Bikes,13 Feet 
846,Bungalow House for Sale,"Maharajgunj, Kathmandu",Rs. 10.5Cr,11.0 aana,,4,4,2.5,,12 Feet 
847,4 BHK House for Sale,"Bhaisepati, Lalitpur",Rs. 14Cr,19.0 aana,,4,4,2.5,3 Cars ,26 Feet 
848,3 BHK House for Sale,"Sunakothi, Lalitpur",Rs. 3.5Cr,4.0 aana,,3,4,2.5,,20 Feet 
849,House for Sale,"Kapan, Kathmandu",Rs. 2.2Cr,3.0 aana,,6,5,2.5,1 Car & 2 Bikes,16 Feet 
850,4 BHK House for Sale,"Dhobighat, Lalitpur",Rs. 3.75Cr,3.0 aana,,4,4,,,16 Feet 
851,House for Sale,"Hattiban, Lalitpur",Rs. 8Cr,6.0 aana,,5,4,2,3 Bikes,20 Feet 
852,Bungalow House for Sale,"Satdobato, Lalitpur",Rs. 5.5Cr,4.2 aana,,6,7,3.5,,13 Feet 
853,Bungalow House for Sale,"Bhaisepati, Lalitpur",Rs. 5.5Cr,3.3 aana,2060 Sq. Ft.,4,4,2.5,1 Car & 5 Bikes,13 Feet 
854,House for Sale,"Sanepa, Lalitpur",Rs. 7.75Cr,9.0 aana,2500 Sq. Ft.,5,5,2.5,,20 Feet 
855,House for Sale,"Budhanilkantha, Kathmandu",Rs. 16Cr,22.0 aana,3500 Sq. Ft.,7,7,2.5,,13 Feet 
856,House for Sale,"Imadol, Lalitpur",Rs. 3.19Cr,4.1 aana,,5,,2.5,,13 Feet 
857,4 BHK House for Sale,"Sitapaila, Kathmandu",Rs. 10Cr,23.0 aana,,4,,2.5,2 Cars & 5 Bikes,13 Feet 
858,House for Sale,"Pokhara, Kaski",Rs. 12Cr,11.0 aana,,,,2.5,2 Bikes,20 Feet 
859,Bungalow House for Sale,"Bhaisepati, Lalitpur",Rs. 6.25Cr,6.4 aana,2870 Sq. Ft.,5,6,2.5,2 Cars & 3 Bikes,13 Feet 
860,4 BHK House for Sale,"Hattiban, Lalitpur",Rs. 2.8Cr,2.2 aana,,4,4,2.5,1 Car & 2 Bikes,12 Feet 
861,Bungalow House for Sale,"Imadol, Lalitpur",Rs. 5.99Cr,7.0 aana,,,5,2.5,1 Car ,20 Feet 
862,House for Sale,"Bhaisepati, Lalitpur",Rs. 4.8Cr,5.0 aana,,6,4,2.5,2 Cars & 2 Bikes,25 Feet 
863,House for Sale,"Imadol, Lalitpur",Rs. 2.5Cr,3.1 aana,,5,3,3,1 Car ,13 Feet 
864,4 BHK House for Sale,"Bhaisepati, Lalitpur",Rs. 4Cr,4.0 aana,,4,5,2.5,1 Car ,18 Feet 
865,Bungalow House for Sale,"Nakhipot, Lalitpur",Rs. 6Cr,7.0 aana,,5,3,2.5,2 Cars & 3 Bikes,13 Feet 
866,4 BHK House for Sale,"Imadol, Lalitpur",Rs. 2.5Cr,3.2 aana,,,4,2.5,1 Car & 3 Bikes,12 Feet 
867,House for Sale,"Imadol, Lalitpur",Rs. 2.7Cr,3.3 aana,,5,4,,3 Cars & 3 Bikes,12 Feet 
868,Bungalow House for Sale,"Gwarko, Lalitpur",Rs. 2.75Cr,3.0 aana,,5,4,2.5,1 Car ,12 Feet 
869,House for Sale,"Budhanilkantha, Kathmandu",Rs. 11Cr,11.0 aana,,5,5,2.5,4 Cars & 4 Bikes,16 Feet 
870,House for Sale,"Hattiban, Lalitpur",Rs. 3.25Cr,3.3 aana,,6,4,2.5,1 Car ,15 Feet 
871,House for Sale,"Hattiban, Lalitpur",Rs. 2.8Cr,3.1 aana,-1 Sq. Ft.,5,4,,1 Car & 2 Bikes,13 Feet 
872,House for Sale,"Imadol, Lalitpur",Rs. 3.1Cr,3.2 aana,,6,4,,2 Cars & 2 Bikes,12 Feet 
873,4 BHK House for Sale,"Baneshwor, Kathmandu",Price on call,28.0 aana,,4,4,2.5,,13 Feet 
874,House for Sale,"Birtamode, Jhapa",Price on call,0.6 kattha,,3,3,2.5,3 Bikes,35 Feet 
875,House for Sale,"Ochu Height, Lalitpur",Rs. 2.9Cr,3.2 aana,2700 Sq. Ft.,6,6,2.5,1 Car & 2 Bikes,13 Feet 
876,House for Sale,"Imadol, Lalitpur",Rs. 4.25Cr,4.2 aana,,5,4,3,2 Cars & 2 Bikes,20 Feet 
877,4 BHK House for Sale,"Bhaisepati, Lalitpur",Rs. 4.65Cr,4.0 aana,,4,4,2,2 Cars & 2 Bikes,12 Feet 
878,Luxurious Villa for Sale,"Bhaisepati, Lalitpur",Price on call,4.0 aana,,5,4,2.5,2 Cars & 1 Bike,20 Feet 
879,Bungalow House for Sale,"Sanepa, Lalitpur",Rs. 5.95Cr,5.0 aana,2299 Sq. Ft.,6,5,3,2 Cars & 1 Bike,16 Feet 
880,4 BHK House for Sale,"Nakkhu, Lalitpur",Rs. 3.9Cr,5.0 aana,,4,4,2.5,2 Cars ,13 Feet 
881,House for Sale,"Setipakha, Lalitpur",Rs. 3.25Cr,4.0 aana,0 Sq. Ft.,8,3,3,1 Car & 2 Bikes,13 Feet 
882,4 BHK House for Sale,"Sunakothi, Lalitpur",Rs. 5.15Cr,7.1 aana,,4,4,2.5,1 Car & 3 Bikes,20 Feet 
883,House for Sale,"Kalanki, Kathmandu",Rs. 3.5Cr,4.0 aana,,8,6,3.5,1 Car & 5 Bikes,10 Feet 
884,Bungalow House for Sale,"Imadol, Lalitpur",Rs. 3.25Cr,4.3 aana,2600 Sq. Ft.,4,4,2.5,1 Car & 3 Bikes,20 Feet 
885,House for Sale,"Bhangal , Kathmandu",Rs. 3.2Cr,3.1 aana,,5,6,2.5,,13 Feet 
886,House for Sale,"Sukedhara, Kathmandu",Rs. 5.5Cr,5.2 aana,,,,2.5,,13 Feet 
887,House for Sale,"Chandragiri, Kathmandu",Rs. 1.7Cr,3.3 aana,,,,2,,20 Feet 
888,4 BHK House for Sale,"Tikathali, Lalitpur",Rs. 2.75Cr,4.0 aana,,4,,2.5,2 Bikes,13 Feet 
889,House for Sale,"Tikathali, Lalitpur",Rs. 2.25Cr,3.2 aana,,,,2.5,2 Bikes,13 Feet 
890,3 BHK House for Sale,"Imadol, Lalitpur",Rs. 2.5Cr,3.2 aana,,3,,2.5,1 Car & 2 Bikes,14 Feet 
891,House for Sale,"Setipakha, Lalitpur",Rs. 1.65Cr,3.1 aana,0 Sq. Ft.,1,1,1,1 Car & 2 Bikes,13 Feet 
892,House for Sale,"Bhaisepati, Lalitpur",Rs. 5.1Cr,6.3 aana,,5,5,2.5,2 Bikes,12 Feet 
893,House for Sale,"Imadol, Lalitpur",Rs. 5.99Cr,7.0 aana,,5,,2.5,2 Cars & 4 Bikes,20 Feet 
894,House for Sale,"Imadol, Lalitpur",Rs. 3.25Cr,4.3 aana,,4,,2.5,2 Cars & 4 Bikes,20 Feet 
895,House for Sale in land price,"Swoyambhu, Kathmandu",Rs. 50Lac/aana,9.0 aana,,,,2.5,2 Cars & 3 Bikes,20 Feet 
896,House for Sale,"Bhaisepati, Lalitpur",Rs. 2.75Cr,3.2 aana,,5,5,2.5,2 Bikes,13 Feet 
897,House for Sale,"Sudal, Bhaktapur",Rs. 1.27Cr,4.0 aana,,5,,1,,13 Feet 
898,Bungalow House for Sale,"Bhaisepati, Lalitpur",Rs. 6.1Cr,6.0 aana,,6,4,3.5,3 Cars & 2 Bikes,18 Feet 
899,Bungalow House for Sale,"Hattiban, Lalitpur",Rs. 3.69Cr,4.1 aana,2777.93 Sq. Ft.,5,4,3.5,1 Car & 3 Bikes,18 Feet 
900,Luxurious Villa for Sale,"Budhanilkantha, Kathmandu",Rs. 32Cr,40.0 aana,,5,5,2,6 Cars ,14 Feet 
901,House for Sale,"Nil Barahi Mandir, Bhaktapur",Rs. 1.55Cr,3.2 aana,,6,3,2.5,3 Bikes,20 Feet 
902,Exquisite property for sale,"Katyani Chowk, Kathmandu",Rs. 6.9Cr,7.0 aana,3000 Sq. Ft.,9,4,2.5,1 Car & 4 Bikes,24 Feet 
903,Bungalow for Sale,"Gaurighat, Kathmandu",Rs. 11.5Cr,,,6,5,2,5 Cars & 9 Bikes,
904,House for Sale,"Budhanilkantha, Kathmandu",Price on call,3.2 aana,,,,3,1 Car & 2 Bikes,16 Feet 
905,Bungalow House for Sale,"Hattigaunda, Kathmandu",Price on call,15.0 aana,4000 Sq. Ft.,5,4,2.5,3 Cars & 5 Bikes,20 Feet 
906,House for Sale,"Imadol, Lalitpur",Rs. 1.6Cr,2.2 aana,,1,2,2,,13 Feet 
907,House for Sale,"Harisiddhi, Lalitpur",Rs. 2.5Cr,3.1 aana,,,,2.5,1 Car & 1 Bike,13 Feet 
908,House for Sale,"Harisiddhi, Lalitpur",Rs. 2.8Cr,3.0 aana,,,,2.5,1 Car & 1 Bike,20 Feet 
909,House for Sale,"Imadol, Lalitpur",Rs. 2.7Cr,3.2 aana,,5,3,2.5,2 Bikes,14 Feet 
910,House for Sale,"Bhaisepati, Lalitpur",Rs. 3.99Cr,4.2 aana,,5,5,2.5,1 Car & 2 Bikes,16 Feet 
911,4 BHK House for Sale,"Bhaisepati, Lalitpur",Rs. 4.99Cr,5.0 aana,,4,4,3.5,2 Cars & 3 Bikes,16 Feet 
912,House for Sale,"Lubhu, Lalitpur",Rs. 1.7Cr,4.2 aana,,,3,2.5,1 Bike,10 Feet 
913,House for Sale,"Bhaisepati, Lalitpur",Rs. 4.25Cr,3.3 aana,,4,4,2.5,,20 Feet 
914,Bungalow House for Sale,"Balkot, Bhaktapur",Rs. 5.25Cr,5.0 aana,,5,4,2.5,2 Cars ,20 Feet 
915,House for Sale,"Bageshwori, Bhaktapur",Rs. 2.5Cr,5.0 aana,2514.5 Sq. Ft.,7,3,2.5,2 Cars & 2 Bikes,13 Feet 
916,House for Sale,"Tikathali, Lalitpur",Rs. 2.5Cr,3.2 aana,,6,3,3,2 Bikes,18 Feet 
917,4 BHK House for Sale,"Imadol, Lalitpur",Rs. 2.35Cr,3.2 aana,,4,3,2.5,2 Bikes,13 Feet 
918,3 BHK House for Sale,"Samakhusi, Kathmandu",Rs. 3.9Cr,3.0 aana,1864 Sq. Ft.,3,4,2.5,1 Car & 1 Bike,13 Feet 
919,House for Sale,"Budhanilkantha, Kathmandu",Price on call,6.0 aana,,5,5,2.5,2 Cars & 4 Bikes,12 Feet 
